,Return,Volatility,Max Concentration,Weights
0,0.004787505638910481,0.16393438370410324,0.1,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.04
...          ...
CLGX        0.02
JFU         0.03
DNB         0.10
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
1,0.0021625522334370773,0.1595209487985222,0.14444444444444446,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.02
...          ...
CLGX        0.01
JFU         0.03
DNB         0.13
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
2,0.0008986823937871377,0.16078385172655263,0.18888888888888888,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
3,0.00026997940749339943,0.16082124817007432,0.23333333333333334,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
4,0.00026997940749339943,0.16082124817007432,0.2777777777777778,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
5,0.00026997940749339943,0.16082124817007432,0.32222222222222224,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
6,0.00026997940749339943,0.16082124817007432,0.3666666666666667,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
7,0.00026997940749339943,0.16082124817007432,0.4111111111111111,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
8,0.00026997940749339943,0.16082124817007432,0.4555555555555556,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
9,0.00026997940749339943,0.16082124817007432,0.5,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
10,0.004787505638910481,0.16393438370410324,0.1,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.04
...          ...
CLGX        0.02
JFU         0.03
DNB         0.10
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
11,0.0021625522334370773,0.1595209487985222,0.14444444444444446,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.02
...          ...
CLGX        0.01
JFU         0.03
DNB         0.13
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
12,0.0008986823937871377,0.16078385172655263,0.18888888888888888,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
13,0.003945538731854603,0.15897488215988595,0.23333333333333334,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
14,0.003945538731854603,0.15897488215988595,0.2777777777777778,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
15,0.003945538731854603,0.15897488215988595,0.32222222222222224,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
16,0.003945538731854603,0.15897488215988595,0.3666666666666667,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
17,0.003945538731854603,0.15897488215988595,0.4111111111111111,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
18,0.003945538731854603,0.15897488215988595,0.4555555555555556,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
19,0.003945538731854603,0.15897488215988595,0.5,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
20,0.007498063135388104,0.16561043395747574,0.1,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.04
...          ...
CLGX        0.02
JFU         0.03
DNB         0.10
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
21,0.0021625522334370773,0.1595209487985222,0.14444444444444446,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.02
...          ...
CLGX        0.01
JFU         0.03
DNB         0.13
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
22,0.0008986823937871377,0.16078385172655263,0.18888888888888888,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
23,0.0022623067759439544,0.1574972426607617,0.23333333333333334,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
24,0.0022623067759439544,0.1574972426607617,0.2777777777777778,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
25,0.0022623067759439544,0.1574972426607617,0.32222222222222224,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
26,0.0022623067759439544,0.1574972426607617,0.3666666666666667,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
27,0.0022623067759439544,0.1574972426607617,0.4111111111111111,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
28,0.0022623067759439544,0.1574972426607617,0.4555555555555556,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
29,0.0022623067759439544,0.1574972426607617,0.5,"         Weights
Symbols         
SQ          0.00
PYPL        0.00
INTU        0.00
STNE        0.00
FIS         0.01
...          ...
CLGX        0.00
JFU         0.03
DNB         0.11
OMF         0.00
ELVT        0.00

[93 rows x 1 columns]"
